Timestamp (UNIX_TIME),VGPB.220.1L5.X.PR,VGPB.220.1R5.X.PR,VGPB.7.4L5.X.PR,VGPB.7.4R5.X.PR,VPIAN.904.4L5.B.PR,VPIAN.904.4R5.R.PR
1465659707303000,,5.200000146032835E-7,,,,
1465659719300000,,5.900000132896821E-7,,,,
1465659724293000,,5.300000225361146E-7,,,,
1465659736295000,,5.900000132896821E-7,,,,
1465659739306000,,5.300000225361146E-7,,,,
1465659745346000,4.599999954280065E-7,,,,,
1465659753299000,,6.000000212225132E-7,,,,
1465659756297000,,5.399999736255268E-7,,,,
1465659769303000,,6.000000212225132E-7,,,,8.992716793443378E-9
1465659771298000,,5.399999736255268E-7,,,,
1465659772296000,,,,6.299999966152825E-10,,
1465659774338000,,,6.599999990974936E-10,,,
1465659777348000,5.100000066704524E-7,,,,,
1465659785306000,,6.000000212225132E-7,,,,
1465659789304000,,5.399999736255268E-7,,,,
1465659801297000,,6.099999723119254E-7,,,,
1465659804301000,,5.399999736255268E-7,,,,
1465659813340000,5.6999999742402E-7,,,,,
1465659817300000,,6.099999723119254E-7,,,,
1465659822298000,,5.399999736255268E-7,,,,
1465659833304000,,6.000000212225132E-7,,,,
1465659835300000,,,,,,9.71691083151427E-9
1465659838306000,,5.399999736255268E-7,,,,
1465659850301000,,6.099999723119254E-7,,,,
1465659851295000,,,,6.099999949604751E-10,,
1465659856305000,,5.399999736255268E-7,,,,
1465659859343000,6.299999881775875E-7,,6.399999974426862E-10,,,
1465659865302000,,6.099999723119254E-7,,,,
1465659915304000,,,,5.999999941330714E-10,,
1465659921347000,,,6.299999966152825E-10,,,
1465659923342000,6.999999868639861E-7,,,,,
1465659926294000,,,,,,1.2248360548028359E-8
1465659927297000,,5.6999999742402E-7,,,,
1465659945300000,,,,,,9.863671657228679E-9
1465659976303000,,,,5.899999933056677E-10,,
1465659978295000,,6.299999881775875E-7,,,,
1465659981298000,,5.599999894911889E-7,,,,
1465659985344000,7.500000265281415E-7,,,,,
1465660009306000,,6.199999802447564E-7,,,,
1465660014302000,,5.499999815583578E-7,,,,
1465660015343000,,,6.099999949604751E-10,,,
1465660025304000,,6.299999881775875E-7,,,,
1465660029306000,,5.599999894911889E-7,,,,9.937886069621982E-9
1465660041299000,,6.199999802447564E-7,,,,
1465660045300000,,5.499999815583578E-7,,,,
1465660053337000,7.900000014160469E-7,,,,,
1465660054303000,,,,5.699999916508602E-10,,
1465660057302000,,6.199999802447564E-7,,,,
1465660063301000,,5.499999815583578E-7,,,,
1465660097543000,,,,,,9.937886069621982E-9
1465660105298000,,6.099999723119254E-7,,,,
1465660106333000,,,5.899999933056677E-10,,,
1465660115339000,8.200000252145401E-7,,,,,
1465660118297000,,,,5.599999908234565E-10,,
1465660166306000,,5.6999999742402E-7,,,,
1465660168536000,,,5.899999933056677E-10,,,
1465660180294000,,,,5.599999908234565E-10,,
1465660189335000,8.399999842367833E-7,,,,,
1465660209148000,,,,,,8.763516134990823E-9
1465660228301000,,5.599999894911889E-7,,,,
1465660255336000,8.499999921696144E-7,,,,,
1465660276338000,,,5.599999908234565E-10,,,
1465660291299000,,5.599999894911889E-7,,,,
1465660300624000,,,,5.399999891686491E-10,,
1465660310811000,,,,,,9.68459445971348E-9
1465660316344000,8.600000001024455E-7,,,,,
1465660340343000,,,5.599999908234565E-10,,,
1465660354303000,,5.499999815583578E-7,,,,
1465660363300000,,,,5.299999883412454E-10,,
1465660380347000,8.600000001024455E-7,,,,,
1465660382041000,,,,,,8.647518257021147E-9
1465660382342000,,,,,1.5184280499624947E-8,
1465660418297000,,5.499999815583578E-7,,,,
1465660425304000,,,,5.09999986686438E-10,,
1465660450343000,,,5.299999883412454E-10,,,
1465660463472000,,,,,1.3546985755397145E-8,
1465660473556000,8.600000001024455E-7,,,,,
1465660481302000,,5.499999815583578E-7,,,,
1465660492297000,,,,4.999999858590343E-10,,
1465660493843000,,,,,,9.628299935116047E-9
1465660543295000,,5.399999736255268E-7,,,,
1465660560299000,,,,4.899999850316306E-10,,
1465660565298000,,,,,,9.63631929806752E-9
1465660575094000,,,5.199999875138417E-10,,,
1465660593337000,8.399999842367833E-7,,,,,
1465660600302000,,4.799999828719592E-7,,,,
1465660606341000,7.500000265281415E-7,,,,,
1465660609295000,,4.3000000005122274E-7,,,,
1465660611306000,,,,,,8.164599663018635E-9
1465660614337000,6.700000199089118E-7,,,,,
1465660615295000,,3.700000092976552E-7,,,,
1465660618296000,,3.3000000598804036E-7,,,,
1465660618340000,,,,,1.2156892381653961E-8,
1465660620347000,6.000000212225132E-7,,,,,
1465660627341000,5.399999736255268E-7,,,,,
1465660629301000,,2.900000026784255E-7,,,,
1465660632302000,,2.6000000730164174E-7,,,,
1465660633349000,4.799999828719592E-7,,,,,
1465660636299000,,2.2999999771400326E-7,,,,
1465660640338000,4.3000000005122274E-7,,,,,
1465660646302000,,,,4.799999842042268E-10,,
1465660646346000,3.700000092976552E-7,,,,,
1465660647303000,,2.0000000233721948E-7,,,,
1465660648303000,,1.8000000068241206E-7,,,,
1465660650334000,,,4.999999858590343E-10,,,
1465660652303000,,1.5999999902760464E-7,,,,
1465660652344000,3.199999980552093E-7,,,,,
1465660659342000,2.7999999474559445E-7,,,,,
1465660661304000,,1.3999999737279722E-7,,,,
1465660664300000,,1.199999957179898E-7,,,,
1465660665343000,2.499999993688107E-7,,,,,
1465660670297000,,1.0000000116860974E-7,,,,
1465660671333000,2.0999999605919584E-7,,,,,
1465660674303000,,1.1000000199601345E-7,,,,
1465660676812000,,,,,,8.164599663018635E-9
1465660679299000,,9.600000083764826E-8,,,,
1465660680344000,1.8000000068241206E-7,,,,,
1465660681300000,,8.39999998447638E-8,,,,
1465660684344000,1.5999999902760464E-7,,,,,
1465660686976000,,,,,1.2156892381653961E-8,
1465660687304000,,7.500000265281415E-8,,,,
1465660691349000,1.3999999737279722E-7,,,,,
1465660695301000,,6.399999818995639E-8,,,,
1465660697349000,1.199999957179898E-7,,,,,
1465660699298000,,5.700000116348747E-8,,,,
1465660704298000,,5.100000066704524E-8,,,,
1465660705337000,1.0000000116860974E-7,,,,,
1465660708307000,,5.700000116348747E-8,,,,
1465660712293000,,4.800000041882413E-8,,,,
1465660714299000,,4.3000000005122274E-8,,,,
1465660714344000,8.800000017572529E-8,,,,,
1465660717470000,,,4.999999858590343E-10,,,
1465660720299000,,3.799999959142042E-8,,,,
1465660720338000,7.700000281829489E-8,,,,,
1465660727296000,,,,4.6000001030499504E-10,,
1465660727348000,6.700000199089118E-8,,,,,
1465660730304000,,3.2999999177718564E-8,,,,
1465660733339000,5.800000124622784E-8,,,,,
1465660736292000,,2.900000062311392E-8,,,,
1465660738305000,,,,,,8.253478789299606E-9
1465660739340000,5.200000074978561E-8,,,,,
1465660742295000,,3.3999999260458935E-8,,,,
1465660746300000,,2.800000054037355E-8,,,,
1465660746347000,4.5000000170603016E-8,,,,,
1465660748300000,,2.4000000209412065E-8,,,,
1465660754344000,3.899999967416079E-8,,,,,
1465660758070000,,,,,1.3468225645851817E-8,
1465660759303000,,2.7000000457633178E-8,,,,
1465660761338000,3.4999999343199306E-8,,,,,
1465660762301000,,2.3000000126671694E-8,,,,
1465660764296000,,1.999999987845058E-8,,,,
1465660768297000,,1.799999971296984E-8,,,,
1465660769305000,,,,,,1.0062801258925447E-8
1465660769341000,3.099999901223782E-8,,,,,
1465660775304000,,1.999999987845058E-8,,,,
1465660778340000,2.7000000457633178E-8,,,,,
1465660779302000,,1.799999971296984E-8,,,,
1465660781300000,,1.5999999547489097E-8,,,,
1465660782344000,,,4.799999842042268E-10,,,
1465660788347000,2.4000000209412065E-8,,,,,
1465660791300000,,1.799999971296984E-8,,,,
1465660795298000,,1.5999999547489097E-8,,,,
1465660797307000,,1.4000000270186774E-8,,4.6000001030499504E-10,,
1465660797339000,2.099999996119095E-8,,,,,
1465660808302000,,1.5999999547489097E-8,,,,
1465660811292000,,1.3000000187446403E-8,,,,
1465660812343000,1.799999971296984E-8,,,,,
1465660816303000,,1.1000000021965661E-8,,,,
1465660822342000,1.5999999547489097E-8,,,,,
1465660824292000,,1.4999999464748726E-8,,,,
1465660828298000,,1.2000000104706032E-8,,,,
1465660830302000,,9.99999993922529E-9,,,,
1465660837341000,1.4000000270186774E-8,,,,,
1465660839301000,,1.2000000104706032E-8,,,,
1465660840303000,,1.799999971296984E-8,,,,
1465660841298000,,2.6000000374892807E-8,,,,
1465660843305000,,1.6999999630229468E-8,,,,
1465660844301000,,1.2000000104706032E-8,,,,
1465660846296000,,9.99999993922529E-9,,,,
1465660849393000,,,4.799999842042268E-10,,,
1465660849460000,,,,,1.3740137916329331E-8,
1465660854347000,1.2000000104706032E-8,,,,,
1465660856297000,,1.2000000104706032E-8,,,,
1465660858305000,,1.4999999464748726E-8,,,,
1465660859302000,,1.6999999630229468E-8,,,,
1465660860304000,,1.4999999464748726E-8,,,,
1465660861301000,,1.1000000021965661E-8,,,,
1465660862304000,,9.599999906129142E-9,,,,
1465660864300000,,8.399999806840697E-9,,,,
1465660869714000,,,,,,8.985233002078985E-9
1465660871340000,9.99999993922529E-9,,,,,
1465660872296000,,9.399999889581068E-9,,,,
1465660873301000,,1.3000000187446403E-8,,,,
1465660874298000,,1.6999999630229468E-8,,,,
1465660876306000,,1.3000000187446403E-8,,,,
1465660877302000,,9.99999993922529E-9,,,,
1465660878296000,,8.799999839936845E-9,,,,
1465660881296000,,7.699999748922437E-9,,,,
1465660888297000,,8.499999815114734E-9,,,,
1465660890300000,,1.2000000104706032E-8,,,,
1465660891299000,,1.6999999630229468E-8,,,,
1465660893299000,,1.2000000104706032E-8,,,,
1465660894294000,,9.29999988130703E-9,,,,
1465660895303000,,7.999999773744548E-9,,,,
1465660896306000,,,,4.300000078227839E-10,,
1465660897299000,,7.000000135093387E-9,,,,
1465660899342000,8.99999985648492E-9,,,,,
1465660906302000,,9.29999988130703E-9,,,,
1465660910300000,,7.699999748922437E-9,,,,
1465660910422000,,,4.699999833768231E-10,,,
1465660913307000,,6.90000012681935E-9,,,,
1465660922345000,7.999999773744548E-9,,,,,
1465660923304000,,8.799999839936845E-9,,,,
1465660924296000,,9.99999993922529E-9,,,,
1465660926299000,,8.99999985648492E-9,,,,
1465660927305000,,7.5999997406484E-9,,,,
1465660929296000,,6.4000000854491645E-9,,,,
1465660940306000,,7.799999757196474E-9,,,,
1465660942297000,,6.500000093723202E-9,,,,
1465660946301000,,5.800000035804942E-9,,,,
1465660948340000,7.100000143367424E-9,,,,,
1465660962301000,,,,,,9.95444793261413E-9
1465660969337000,,,,,1.2309722130510181E-8,
1465660970305000,,6.4000000854491645E-9,,,,
1465660971297000,,7.200000151641461E-9,,,,
1465660976301000,,6.4000000854491645E-9,,,,
1465660979340000,6.3000000771751274E-9,,,,,
1465660992301000,,7.699999748922437E-9,,,,
1465660993296000,,6.4000000854491645E-9,,,,
1465660994306000,,7.699999748922437E-9,,,,
1465660995299000,,5.800000035804942E-9,,4.200000069953802E-10,,
1465660997303000,,7.200000151641461E-9,,,,
1465660998306000,,6.20000006890109E-9,,,,
1465661000305000,,7.4000001681895355E-9,,,,
1465661003296000,,5.600000019256868E-9,,,,
1465661014296000,,4.999999969612645E-9,,,,
1465661020340000,5.600000019256868E-9,,,,,
1465661021294000,,5.500000010982831E-9,,,,
1465661022719000,,,4.6000001030499504E-10,,,
1465661032916000,,,,,1.2309722130510181E-8,
1465661054304000,,6.20000006890109E-9,,,,
1465661059300000,,5.4000000027087935E-9,,,,
1465661064340000,4.999999969612645E-9,,,,,
1465661070296000,,6.800000118545313E-9,,,,
1465661073596000,,,,,,8.92556872855721E-9
1465661074298000,,6.100000060627053E-9,,,,
1465661078302000,,5.2999999944347564E-9,,,,
1465661087306000,,,,4.100000061679765E-10,,
1465661088338000,,,4.400000086501876E-10,,,
1465661103897000,,,,,1.3546985755397145E-8,
1465661126345000,4.49999992824246E-9,,,,,
1465661139304000,,4.999999969612645E-9,,,,
1465661144296000,,,,,,1.0490674995367044E-8
1465661154683000,,,4.400000086501876E-10,,,
1465661155302000,,,,4.000000053405728E-10,,
1465661181305000,,,,,,8.504678739029714E-9
1465661192335000,4.099999895146311E-9,,,,,
1465661197297000,,4.49999992824246E-9,,,,
1465661216304000,,,,3.9000000451316907E-10,,
1465661218300000,,4.999999969612645E-9,,,,
1465661228338000,,,4.200000069953802E-10,,1.2187306275279752E-8,
1465661234295000,,,,,,1.0613718792740201E-8
1465661240300000,,4.3999999199684225E-9,,,,
1465661271297000,,4.899999961338608E-9,,,,
1465661277299000,,5.700000027530905E-9,,3.8000000368576536E-10,,
1465661282293000,,4.999999969612645E-9,,,,
1465661283345000,3.7000000840947678E-9,,,,,
1465661296899000,,,4.200000069953802E-10,,,
1465661301301000,,,,,,9.136143397370233E-9
1465661306294000,,5.600000019256868E-9,,,,
1465661307307000,,7.999999773744548E-9,,,,
1465661309301000,,9.99999993922529E-9,,,,
1465661310304000,,1.4000000270186774E-8,,,,
1465661312302000,,8.699999831662808E-9,,,,
1465661313301000,,6.4000000854491645E-9,,,,
1465661314304000,,5.199999986160719E-9,,,,
1465661325305000,,6.90000012681935E-9,,,,
1465661327300000,,5.800000035804942E-9,,,,
1465661328300000,,5.099999977886682E-9,,,,
1465661339303000,,,,3.6000000203095794E-10,,
1465661347802000,,,,,1.347944333929263E-8,
1465661356346000,3.4000000592726565E-9,,,,,
1465661358346000,,,4.200000069953802E-10,,,
1465661368082000,,,,,,9.136143397370233E-9
1465661390306000,,4.699999944790534E-9,,,,
1465661419343000,3.2000000427245823E-9,,,,,
1465661439264000,,,,,,8.069957146972229E-9
1465661442295000,,6.000000052353016E-9,,,,
1465661443301000,,4.699999944790534E-9,,,,
1465661444304000,,5.4000000027087935E-9,,3.8000000368576536E-10,,
1465661445298000,,4.799999953064571E-9,,,,
1465661446298000,,6.20000006890109E-9,,,,
1465661448300000,,4.899999961338608E-9,,,,
1465661449297000,,5.900000044078979E-9,,,,
1465661449456000,,,4.100000061679765E-10,,,
1465661450293000,,5.199999986160719E-9,,,,
1465661485344000,,,,,1.4834276029773719E-8,
1465661500338000,3.000000026176508E-9,,,,,
1465661508297000,,,,3.7000000285836165E-10,,
1465661513302000,,4.899999961338608E-9,,,,
1465661556308000,,,,,,7.260001044784303E-9
1465661561219000,,,4.000000053405728E-10,,,
1465661561242000,,,,,1.3016110855801344E-8,
1465661570299000,,,,3.6000000203095794E-10,,
1465661576298000,,4.699999944790534E-9,,,,
1465661585345000,2.800000009628434E-9,,,,,
1465661622361000,,,,,,7.260001044784303E-9
1465661632299000,,,,3.6000000203095794E-10,,
1465661632524000,,,,,1.4456202457324707E-8,
1465661642304000,,4.599999936516497E-9,,,,
1465661662961000,,,3.9000000451316907E-10,,,
1465661674297000,,5.199999986160719E-9,,,,
1465661679306000,,4.599999936516497E-9,,,,
1465661685301000,,,,,,8.01637156655488E-9
1465661685344000,2.5999999930803597E-9,,,,,
1465661709306000,,,,3.5000000120355423E-10,,
1465661716335000,,,,,1.5962294597215987E-8,
1465661725345000,,,3.8000000368576536E-10,,,
1465661741303000,,4.49999992824246E-9,,,,
1465661754458000,,,,,,8.01637156655488E-9
1465661771294000,,,,3.6000000203095794E-10,,
1465661780343000,,,,,1.4205570053604788E-8,
1465661791338000,2.3999999765322855E-9,,,,,
1465661795061000,,,3.8000000368576536E-10,,,
1465661803301000,,4.799999953064571E-9,,,,
1465661830295000,,,,,,8.79275674492419E-9
1465661833296000,,4.2999999116943854E-9,,,,
1465661836300000,,,,3.400000003761505E-10,,
1465661855300000,,4.799999953064571E-9,,,,
1465661859336000,2.2999999682582484E-9,,,,,
1465661866227000,,,,,1.5790403651294582E-8,
1465661876397000,,,3.7000000285836165E-10,,,
1465661877304000,,4.2999999116943854E-9,,,,
1465661885298000,,4.799999953064571E-9,,,,
1465661900298000,,,,3.400000003761505E-10,,
1465661922302000,,4.199999903420348E-9,,,,
1465661925341000,2.1999999599842113E-9,,,,,
1465661933337000,,,,,1.5935738062466953E-8,
1465661934301000,,4.799999953064571E-9,,,,
1465661935294000,,,,,,9.83905668050511E-9
1465661942301000,,4.2999999116943854E-9,,,,
1465661967714000,,,,3.400000003761505E-10,,
1465661968296000,,,,,,7.753722108816419E-9
1465661998214000,,,3.6000000203095794E-10,,,
1465662006340000,2.099999951710174E-9,,,,,
1465662008293000,,4.199999903420348E-9,,,,
1465662033340000,,,,,1.4052595531666157E-8,
1465662034300000,,,,3.299999995487468E-10,,
1465662048971000,,,,,,8.604421175562038E-9
1465662059342000,,,3.5000000120355423E-10,,,
1465662069299000,,5.4000000027087935E-9,,,,
1465662070306000,,4.199999903420348E-9,,,,
1465662079545000,2.099999951710174E-9,,,,,
1465662080306000,,3.7000000840947678E-9,,,,
1465662082295000,,4.099999895146311E-9,,,,
1465662105294000,,,,3.199999987213431E-10,,
1465662106299000,,4.699999944790534E-9,,,,
1465662110014000,,,,,1.5477930048746202E-8,
1465662112304000,,4.199999903420348E-9,,,,
1465662120126000,,,3.5000000120355423E-10,,,
1465662120163000,,,,,,9.532558742364472E-9
1465662166304000,,,,3.299999995487468E-10,,
1465662172299000,,,,,,1.204603172766383E-8
1465662180340000,1.8999999351621E-9,,,,,
1465662182341000,,,3.5000000120355423E-10,,,
1465662184303000,,4.599999936516497E-9,,,,
1465662188296000,,4.099999895146311E-9,,,,
1465662197297000,,4.599999936516497E-9,,,,
1465662218303000,,,,,,9.492940655775328E-9
1465662225299000,,,,,,1.1019031020964576E-8
1465662240308000,,4.099999895146311E-9,,,,
1465662252784000,,,3.400000003761505E-10,,,
1465662258336000,,,,,1.3831998657565236E-8,
1465662273123000,1.8999999351621E-9,,,,,
1465662273163000,,,,3.199999987213431E-10,,
1465662303297000,,3.7999998703242E-9,,,,
1465662305306000,,,,,,9.888347918263207E-9
1465662324022000,,,,,1.3831998657565236E-8,
1465662330297000,,,,,,1.2217794775892798E-8
1465662333339000,,,3.299999995487468E-10,,,
1465662337303000,,,,3.099999978939394E-10,,
1465662350296000,,,,,,9.620277907629315E-9
1465662374851000,1.8000000379103653E-9,,,,,
1465662375296000,,4.099999895146311E-9,,,,
1465662405399000,,,3.299999995487468E-10,,,
1465662415575000,,,,,,9.620277907629315E-9
1465662422340000,,,,,1.526033521770387E-8,
1465662446024000,,,,3.099999978939394E-10,,
1465662449304000,,3.899999878598237E-9,,,,
1465662473342000,,,3.199999987213431E-10,,,
1465662481301000,,,,,,8.371165094445132E-9
1465662486713000,1.7000000296363282E-9,,,,,
1465662486750000,,,,,1.526033521770387E-8,
1465662509308000,,3.899999878598237E-9,,,,
1465662515296000,,,,2.999999970665357E-10,,
1465662547622000,,,3.199999987213431E-10,,,
1465662552339000,1.7000000296363282E-9,,,,,
1465662568295000,,,,,,8.301736187377173E-9
1465662571303000,,3.899999878598237E-9,,,,
1465662609342000,,,,,1.3513166585710223E-8,
1465662618819000,,,,2.999999970665357E-10,,
1465662628950000,1.6000000213622911E-9,,,,,
1465662632299000,,4.099999895146311E-9,,,,
1465662645338000,,,3.099999978939394E-10,,,
1465662665298000,,,,,,8.164599663018635E-9
1465662669630000,,,,,1.3513166585710223E-8,
1465662692301000,,4.099999895146311E-9,,,,
1465662694346000,1.6000000213622911E-9,,,,,
1465662701306000,,,,2.8999999623913197E-10,,
1465662720343000,,,3.099999978939394E-10,,,
1465662730573000,,,,,,8.164599663018635E-9
1465662756297000,,3.999999886872274E-9,,,,
1465662771128000,1.500000013088254E-9,,,,,
1465662791651000,,,,2.8999999623913197E-10,,
1465662815338000,,,2.999999970665357E-10,,,
1465662816301000,,4.099999895146311E-9,,,,
1465662832255000,,,,,,7.86428255850069E-9
1465662855341000,1.400000004814217E-9,,,,,
1465662879302000,,4.099999895146311E-9,,,,
1465662883063000,,,2.999999970665357E-10,,,
1465662883306000,,,,2.7999999541172826E-10,,
1465662934008000,1.400000004814217E-9,,,,,
1465662939297000,,,,,,7.0690808762208235E-9
1465662942298000,,4.099999895146311E-9,,,,
1465662948305000,,,,2.8999999623913197E-10,,
1465662955335000,,,,,1.4883775101282026E-8,
1465663008335000,,,2.8999999623913197E-10,,,
1465663015188000,,,,2.7999999541172826E-10,,
1465663015224000,,,,,,7.812062108314421E-9
1465663016307000,,4.099999895146311E-9,,,,
1465663025415000,,,,,1.4883775101282026E-8,
1465663032341000,1.2999999965401798E-9,,,,,
1465663086341000,,,2.8999999623913197E-10,,,
1465663095297000,,4.099999895146311E-9,,,,
1465663104301000,,,,2.6999999458432455E-10,,
1465663106693000,,,,,1.3356534545039267E-8,
1465663116840000,,,,,,6.998774004784991E-9
1465663137073000,1.2999999965401798E-9,,,,,
1465663155301000,,4.099999895146311E-9,,,,
1465663164303000,,,,2.7999999541172826E-10,,
1465663188304000,,,,,,6.969700372394527E-9
1465663197340000,,,2.7999999541172826E-10,,,
1465663197985000,,,,,1.4748047227897132E-8,
